Version 2
RootMod _city_01_01_dummyobj 
End 

Def _ES_L1_3_Around_City_01_01 
	Group object_library/Omni/EncounterSpawns/Encounter_V_40 
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_DeadLongbow_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_DeadLongbow_City_01_01
	Group _ES_GCTY_Doctors_DeadLongbow_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_Hospital_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Duo_BaseType
	End
	Property	"EncounterSpawn"	"Duo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_Hospital_D1_V0.spawndef"		0	
	Property	"CanSpawn1"			"SpawnDefs/City_01_01/GCTY_Doctors_Hospital_D1_V1.spawndef"		0	
	Property	"CanSpawn2"			"SpawnDefs/City_01_01/GCTY_Doctors_Hospital_D1_V2.spawndef"		0	
End

Def EG_GCTY_Doctors_Hospital_City_01_01
	Group _ES_GCTY_Doctors_Hospital_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_Rosen_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_Rosen_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_Rosen_City_01_01
	Group _ES_GCTY_Doctors_Rosen_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_Wounded_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_Wounded_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_Wounded_City_01_01
	Group _ES_GCTY_Doctors_Wounded_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Doctors_DeadHero_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Doctors_DeadHero_D1_V0.spawndef"		0	
End

Def EG_GCTY_Doctors_DeadHero_City_01_01
	Group _ES_GCTY_Doctors_DeadHero_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_PPD_Assembly2_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_PPD_Assembly2_D1_V0.spawndef"		0	
End

Def EG_GCTY_PPD_Assembly2_City_01_01
	Group _ES_GCTY_PPD_Assembly2_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_PPD_Assembly_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_PPD_Assembly_D1_V0.spawndef"		0	
End

Def EG_GCTY_PPD_Assembly_City_01_01
	Group _ES_GCTY_PPD_Assembly_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_GCTY_Media_Interview_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Media_Interview_D1_V0.spawndef"		0	
End

Def EG_GCTY_Media_Interview_City_01_01
	Group _ES_GCTY_Media_Interview_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"77"		0	
End

Def _ES_GCTY_Media_Interview2_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Media_Interview2_D1_V0.spawndef"		0	
End

Def EG_GCTY_Media_Interview2_City_01_01
	Group _ES_GCTY_Media_Interview2_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"77"		0	
End

Def _ES_GCTY_Media_Interview3_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Media_Interview3_D1_V0.spawndef"		0	
End

Def EG_GCTY_Media_Interview3_City_01_01
	Group _ES_GCTY_Media_Interview3_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"77"		0	
End

Def _ES_GCTY_Media_Interview4_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Media_Interview4_D1_V0.spawndef"		0	
End

Def EG_GCTY_Media_Interview4_City_01_01
	Group _ES_GCTY_Media_Interview4_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"77"		0	
End

Def _ES_GCTY_Media_Interview5_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Media_Interview5_D1_V0.spawndef"		0	
End

Def EG_GCTY_Media_Interview5_City_01_01
	Group _ES_GCTY_Media_Interview5_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"77"		0	
End

Def _ES_GCTY_Media_Interview6_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Bookie_BaseType
	End
	Property	"EncounterSpawn"	"Bookie"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_Media_Interview6_D1_V0.spawndef"		0	
End

Def EG_GCTY_Media_Interview6_City_01_01
	Group _ES_GCTY_Media_Interview6_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"88"		0	
End

Def _ES_GCTY_PPD_Cars_City_01_01
	Group object_library/Omni/EncounterSpawns/BaseTypes/ES_Single_BaseType
	End
	Property	"EncounterSpawn"	"Single"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/GCTY_PPD_Cars_D1_V0.spawndef"		0	
End

Def EG_GCTY_PPD_Cars_City_01_01
	Group _ES_GCTY_PPD_Cars_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"HonorGrouping"	"1"		0	
	Property	"IgnoreRadius"	"1"		0	
	Property	"SpawnProbability"	"100"		0	
End

Def _ES_ZE_AtlasPark_Kraken_D10_City_01_01
	Group object_library/Omni/EncounterSpawns/Encounter_E_01
		Pos 0 0 0
	End
	Property	"EncounterSpawn"	"Solo"		0	
	Property	"CanSpawn0"			"SpawnDefs/City_01_01/Kraken_D10_V0.spawndef"		0	
End

Def EG_ZE_AtlasPark_Kraken_D10_City_01_01
	Group _ES_ZE_AtlasPark_Kraken_D10_City_01_01
	End
	Property	"EncounterGroup"	"0"		0	
	Property	"ManualSpawn"	"1"		0	
	Property	"SpawnProbability"	"0.00"		0	
End

